name,company_founded,company_relationship,company_type,demographics_gender,location_region,wealth_type,wealth_how_category,wealth_how_industry,wealth_how_inherited
Ray Irani,1920,former CEO,new,male,North America,privatized and resources,Resource Related,Energy,not inherited
Ray Lee Hunt,1934,relation,new,male,North America,inherited,Resource Related,Energy,father
Reese Rowling,1980,founder,new,male,North America,privatized and resources,Resource Related,Energy,not inherited
Regina de Camargo Pires Oliveira Dias,1939,relation,new,female,Latin America,inherited,Non-Traded Sectors,Constrution,father
Reid Hoffman,2002,founder,new,male,North America,founder non-finance,New Sectors,Technology-Computer,not inherited
Reimann family,1923,,aquired,,Europe,inherited,0,0,not inherited
Reinfried Pohl,1975,founder,new,male,Europe,self-made finance,Financial,Money Management,not inherited
Reinhard Mohn,1835,relation,new,male,Europe,inherited,Non-Traded Sectors,Media,4th generation
Reinhold Schmieding,1981,founder,new,male,North America,founder non-finance,New Sectors,Technology-Medical,not inherited
Reinhold Wuerth,1945,relation,new,male,Europe,executive,Traded Sectors,Non-consumer industrial,not inherited
Reinold Geiger,1976,owner,aquired,male,Europe,executive,Traded Sectors,Consumer,not inherited
Rem Viakhirev,1989,CEO,state owned enterprise,male,Europe,privatized and resources,Resource Related,Energy,not inherited
Remo Ruffini,1954,owner,aquired,male,Europe,executive,Traded Sectors,Consumer,not inherited
Renata de Camargo Nascimento,1939,relation,new,female,Latin America,inherited,Non-Traded Sectors,Constrution,father
Renate Reimann-Haas,1923,relation,aquired,female,Europe,inherited,Traded Sectors,Consumer,father
Renato Soru,1988,founder,new,male,Europe,founder non-finance,New Sectors,Technology-Computer,not inherited
Renichi Takenaka,1610,relation,new,male,East Asia,inherited,Non-Traded Sectors,Constrution,5th generation or longer
Renzo Rosso,1978,founder,new,male,Europe,founder non-finance,Traded Sectors,Consumer,not inherited
Ricardo Salinas Pliego,1906,relation,new,male,Latin America,inherited,Non-Traded Sectors,"Retail, Restaurant",4th generation
Richard Branson,1972,founder,new,male,Europe,founder non-finance,Non-Traded Sectors,Media,not inherited
Richard Chandler,1986,founder,new,male,North America,self-made finance,Financial,Diversified financial,not inherited
Richard Chang,1984,founder,new,male,East Asia,self-made finance,Financial,Real Estate,not inherited
Richard Chilton Jr,1992,founder,new,male,North America,self-made finance,Financial,Hedge funds,not inherited
Richard DeVos,1959,founder,new,male,North America,founder non-finance,Traded Sectors,Consumer,not inherited
Richard Desmond,1974,founder,new,male,Europe,founder non-finance,Non-Traded Sectors,Media,not inherited
Richard Egan,1979,founder,new,male,North America,founder non-finance,New Sectors,Technology-Computer,not inherited
Richard Elman,1989,chairman,new,male,Europe,privatized and resources,Resource Related,Mining and metals,not inherited
Richard Farmer,1968,founder,new,male,North America,founder non-finance,Non-Traded Sectors,"Retail, Restaurant",not inherited
Richard Goldman,1950,founder,new,male,North America,self-made finance,Financial,Hedge funds,not inherited
Richard Hayne,1970,founder,new,male,North America,founder non-finance,Traded Sectors,Consumer,not inherited
Richard Kinder,1997,founder,new,male,North America,founder non-finance,Traded Sectors,Non-consumer industrial,not inherited
Richard LeFrak,1883,relation,new,male,North America,inherited,Financial,Real Estate,4th generation
Richard Li,1971,relation,new,male,East Asia,inherited,Non-Traded Sectors,Media,father
Richard Marriott,1927,relation,new,male,North America,inherited,Financial,Real Estate,father
Richard Oetker,1891,relation,new,male,Europe,inherited,Traded Sectors,Consumer,4th generation
Richard Peery,1960,founder,new,male,North America,self-made finance,Financial,Real Estate,not inherited
Richard Pratt,1948,relation,new,male,North America,inherited,Traded Sectors,Consumer,father
Richard Rainwater,1986,founder,new,male,North America,self-made finance,Financial,Real Estate,not inherited
Richard Scaife,1869,relation,new,male,North America,inherited,Financial,Diversified financial,3rd generation
Richard Schulze,1966,founder,new,male,North America,founder non-finance,Non-Traded Sectors,"Retail, Restaurant",not inherited
"Richard Yuengling, Jr.",1829,relation,new,male,North America,inherited,Traded Sectors,Consumer,5th generation or longer
Riley Bechtel,1898,relation and chairman,new,male,North America,inherited,Non-Traded Sectors,Constrution,4th generation
Rinat Akhmetov,2000,founder,,male,Europe,privatized and resources,Resource Related,Non-consumer industrial,not inherited
Rinji Shino,1949,,,male,East Asia,,Financial,Real Estate,not inherited
Rishad Naoroji,1897,relation,new,male,South Asia,inherited,Traded Sectors,Consumer,3rd generation
Robert & Philip Ng,1970,relation,new,male,East Asia,inherited,Financial,Real Estate,father
Robert Bass,1919,relation,new,male,North America,inherited,Resource Related,Energy,father
Robert Bosch Jr,1886,relation,new,male,Europe,inherited,Traded Sectors,Consumer,father
Robert Citrone,1999,founder,new,male,North America,self-made finance,Financial,Hedge funds,not inherited
Robert Coyiuto Jr,1981,relation,new,male,East Asia,inherited,Resource Related,Energy,father
Robert Dedman,1957,founder,new,male,North America,self-made finance,Financial,Real Estate,not inherited
Robert Duggan,1991,investor,aquired,male,North America,executive,New Sectors,Technology-Medical,not inherited
Robert Ell,1976,founder,new,male,North America,self-made finance,Financial,Real Estate,not inherited
Robert Fisher,1969,relation,new,male,North America,inherited,Traded Sectors,Consumer,father
Robert Galvin,1928,relation,new,male,North America,inherited,Non-Traded Sectors,Media,father
Robert Haas,1853,relation,new,male,North America,inherited,Non-Traded Sectors,"Retail, Restaurant",3rd generation
Robert Ingham,1918,relation,new,male,North America,executive,Traded Sectors,Consumer,not inherited
Robert Johnson,1980,founder,new,male,North America,founder non-finance,0,0,not inherited
Robert Kraft,1972,founder,new,male,North America,founder non-finance,0,Other,not inherited
Robert Kuok,1971,founder,new,male,East Asia,self-made finance,Financial,Diversified financial,not inherited
Robert McLane,1894,relation,new,male,North America,inherited,Non-Traded Sectors,"Retail, Restaurant",3rd generation
Robert McNair,1983,founder,new,male,North America,privatized and resources,Resource Related,Energy,not inherited
Robert Miller CA,1968,founder,new,male,North America,founder non-finance,Non-Traded Sectors,"Retail, Restaurant",not inherited
Robert Miller UK,1963,founder,new,male,Europe,founder non-finance,Non-Traded Sectors,"Retail, Restaurant",not inherited
Robert Naify,1912,relation,new,male,North America,inherited,0,0,father
Robert Pera,2005,founder,new,male,North America,founder non-finance,New Sectors,Technology-Computer,not inherited
Robert Piccinini,1952,relation,new,male,North America,inherited,Non-Traded Sectors,"Retail, Restaurant",father
Robert Pritzker,1957,founder,aquired,male,North America,self-made finance,Financial,Real Estate,father
Robert Rich Sr,1945,founder,new,male,North America,founder non-finance,Traded Sectors,Consumer,not inherited
"Robert Rich, Jr.",1945,relation,new,male,North America,inherited,Traded Sectors,Consumer,father
Robert Rowling,1980,relation,new,male,North America,self-made finance,Financial,Diversified financial,not inherited
Robert Ziff,1928,relation,new,male,North America,inherited,Financial,Diversified financial,3rd generation
Robert and Ten Fong Ng,1970,relation,new,male,East Asia,inherited,Financial,Real Estate,father
Roberta Anamaria Civita,1950,relation,new,female,Latin America,inherited,Non-Traded Sectors,Media,3rd generation
Roberto Angelini Rossi,1955,relation,new,male,Latin America,inherited,Resource Related,Mining and metals,father
Roberto Gonzalez Barrera,1948,founder,new,male,Latin America,self-made finance,Financial,Money Management,not inherited
Roberto Hernandez Ramirez,1884,former CEO,aquired,male,Latin America,self-made finance,Financial,Money Management,not inherited
Roberto Marinho,1925,relation,new,male,Latin America,inherited,Non-Traded Sectors,Media,father
Roberto Rocca,1945,Chairman and Chief Executive Officer,new,male,Latin America,self-made finance,Financial,Diversified financial,not inherited
Roberto and Gabriel Andrade,1948,founder,new,male,Latin America,founder non-finance,Non-Traded Sectors,Constrution,not inherited
Robin Li,2000,founder,new,male,East Asia,founder non-finance,New Sectors,Technology-Computer,not inherited
Rochling family,1822,,new,,Europe,inherited,Traded Sectors,Non-consumer industrial,3rd generation
Rodney Lewis,1983,founder,new,male,North America,privatized and resources,Resource Related,Energy,not inherited
Roger Penske,1965,founder,new,male,North America,founder non-finance,Traded Sectors,Consumer,not inherited
Roger Sant,1981,founder,new,male,North America,privatized and resources,Resource Related,Energy,not inherited
Roger Wang,1992,founder,new,male,North America,founder non-finance,Non-Traded Sectors,"Retail, Restaurant",not inherited
Rolf Gerling,1904,relation,new,male,Europe,inherited,Financial,Money Management,father
Roman Abramovich,1988,founder,new,male,Europe,privatized and resources,Resource Related,Non-consumer industrial,not inherited
Roman Avdeev,1994,founder,new,male,Europe,self-made finance,Financial,Money Management,not inherited
Romesh T. Wadhwani,2002,founder,new,male,North America,founder non-finance,New Sectors,Technology-Computer,not inherited
Ron Baron,1982,founder,new,male,North America,self-made finance,Financial,Money Management,not inherited
Ron Burkle,1986,founder,new,male,North America,founder non-finance,Non-Traded Sectors,"Retail, Restaurant",not inherited
Ron Sim,1980,founder,new,male,East Asia,founder non-finance,Non-Traded Sectors,"Retail, Restaurant",not inherited
Ron and Fred Mannix,1914,relation,new,male,North America,inherited,Non-Traded Sectors,Constrution,father
Ronald Burkle,1986,founder,new,male,North America,founder non-finance,Non-Traded Sectors,"Retail, Restaurant",not inherited
Ronald Joyce,1967,founder,new,male,North America,founder non-finance,Non-Traded Sectors,"Retail, Restaurant",not inherited
Ronald Lauder,1946,relation,new,male,North America,inherited,Traded Sectors,Consumer,father
Ronald Perelman,1980,founder,aquired,male,North America,self-made finance,Financial,Private equity/leveraged buyout,not inherited
Ronald Southern,1947,founder,new,male,North America,privatized and resources,energy,Real Estate,not inherited
Ronald Wanek,1970,founder,aquired,male,North America,founder non-finance,Traded Sectors,Consumer,not inherited
Ronda Stryker,1941,relation,new,female,North America,inherited,New Sectors,Technology-Medical,3rd generation
Rong Yiren,1978,founder,new,male,East Asia,privatized and resources,Financial,Money Management,not inherited
Rosa Anna Magno Garavoglia,1860,relation,new,female,Europe,inherited,Traded Sectors,Consumer,spouse/widow
Rosa Brescia Cafferata,1889,relation,new,female,Latin America,inherited,Resource Related,Mining and metals,father
Rosely Schweizer,1891,relation,new,female,Europe,inherited,Traded Sectors,Consumer,4th generation
Rossana Camargo de Arruda Botelho,1939,relation,new,female,Latin America,inherited,Non-Traded Sectors,Constrution,father
Rostam Azizi,1999,investor,subsidiary,male,Sub-Saharan Africa,executive,Non-Traded Sectors,Media,not inherited
Roustam Tariko,1998,founder,new,male,Europe,self-made finance,Financial,Money Management,not inherited
Roy Disney,1923,relation,new,male,North America,inherited,Non-Traded Sectors,Media,father
Rubens Menin Teixeira de Souza,1979,founder,new,male,Latin America,founder non-finance,Non-Traded Sectors,Constrution,not inherited
Rubens Ometto Silveira Mello,1936,chairman,aquired,male,Latin America,privatized and resources,Resource Related,Energy,not inherited
Rudolf Oetker,1891,relation,new,male,Europe,inherited,Traded Sectors,Consumer,3rd generation
Rufino Vigil Gonzalez,1991,founder,new,male,Latin America,privatized and resources,Resource Related,Non-consumer industrial,not inherited
Run Run Shaw,1957,founder,new,male,East Asia,self-made finance,Financial,Real Estate,not inherited
Rupert Johnson,1947,relation,new,male,North America,inherited,Financial,Money Management,father
"Rupert Johnson, Jr.",1947,relation,new,male,North America,inherited,Financial,Money Management,father
Rupert Murdoch,1923,relation,new,male,North America,inherited,Non-Traded Sectors,Media,father
Rustem Sulteev,1991,founder,new,male,Europe,privatized and resources,Resource Related,Energy,not inherited
Ryan Kavanaugh,2004,founder,new,male,North America,founder non-finance,Non-Traded Sectors,Media,not inherited
Ryoichi Jinnai,1962,founder,new,male,East Asia,self-made finance,Financial,Money Management,not inherited
Ryusuke Kimura,0,,,,East Asia,,0,Other,not inherited
S Robson Walton,1962,relation,new,male,North America,inherited,Non-Traded Sectors,"Retail, Restaurant",father
S. Curtis Johnson,1886,relation,new,male,North America,inherited,Traded Sectors,Consumer,5th generation or longer
S. Daniel Abraham,1940,founder,new,male,North America,founder non-finance,Traded Sectors,Consumer,not inherited
S. Robson Walton,1962,relation,new,male,North America,inherited,Non-Traded Sectors,"Retail, Restaurant",father
S. Truett Cathy,1946,founder,new,male,North America,founder non-finance,Non-Traded Sectors,"Retail, Restaurant",not inherited
Saad Hariri,1978,relation,aquired,male,Middle East/North Africa,inherited,Non-Traded Sectors,Constrution,father
Saif Al Ghurair,1960,relation,new,male,Middle East/North Africa,inherited,Financial,Diversified financial,father
Sakip Sabanci,1926,relation,new,male,Middle East/North Africa,inherited,Traded Sectors,Consumer,father
Saleh Al Rajhi,1957,founder,new,male,Middle East/North Africa,self-made finance,Financial,Money Management,not inherited
Saleh Kamel,1969,founder,new,male,Middle East/North Africa,self-made finance,Financial,Diversified financial,not inherited
Sam Goi,1969,executive chairman,aquired,male,East Asia,executive,Traded Sectors,Consumer,not inherited
Sam Zell,1968,founder,new,male,North America,self-made finance,Financial,Real Estate,not inherited
Samih Sawiris,1950,relation,new,male,Middle East/North Africa,inherited,Financial,Real Estate,father
Sammy Ofer,1950,relation,new,male,Middle East/North Africa,inherited,Traded Sectors,Consumer,father
Samuel Johnson,1886,relation,new,male,North America,inherited,Traded Sectors,Consumer,5th generation or longer
Samuel LeFrak,1905,relation,new,male,North America,inherited,Financial,Real Estate,3rd generation
Samuel Newhouse,1909,relation,new,male,North America,inherited,Non-Traded Sectors,Media,father
"Samuel Newhouse, Jr.",1909,relation,new,male,North America,inherited,Non-Traded Sectors,Media,father
Samuel Tak Lee,1958,relation,new,male,East Asia,inherited,Financial,Real Estate,father
Samuel Yin,0,,,male,East Asia,,Financial,Diversified financial,not inherited
Samvel Karapetyan,1999,founder,new,male,Europe,founder non-finance,Financial,Other,not inherited
Sandra Ortega Mera,1975,relation,new,female,Europe,inherited,Traded Sectors,Consumer,father
Sandro Veronesi,1987,founder,new,male,Europe,founder non-finance,Traded Sectors,Consumer,not inherited
Sanford Weill,1960,founder,new,male,North America,self-made finance,Financial,Money Management,not inherited
Sanjiv Sidhu,1988,founder,new,male,North America,self-made finance,Financial,Money Management,not inherited
Sara Blakely,2000,founder,new,female,North America,founder non-finance,Traded Sectors,Consumer,not inherited
Sarik Tara,1957,founder,new,male,Middle East/North Africa,founder non-finance,Non-Traded Sectors,Constrution,not inherited
Savitri Jindal,1969,relation,new,female,South Asia,inherited,Resource Related,Non-consumer industrial,spouse/widow
Scott Cook,1983,founder,new,male,North America,founder non-finance,New Sectors,Technology-Computer,not inherited
Scott Duncan,1968,relation,new,male,North America,inherited,Traded Sectors,Non-consumer industrial,father
Scott Kriens,1996,CEO,new,male,North America,executive,New Sectors,Technology-Computer,not inherited
Scott McNealy,1982,founder,new,male,North America,founder non-finance,New Sectors,Technology-Computer,not inherited
Sean Parker,1999,founder,new,male,North America,founder non-finance,New Sectors,Technology-Computer,not inherited
Sebastian Pinera,1976,founder,new,male,Latin America,privatized and resources,Financial,Diversified financial,not inherited
Semahat Arsel,1926,relation,new,female,Middle East/North Africa,inherited,Financial,Diversified financial,3rd generation
Senapathy Gopalakrishnan,1981,founder and executive vice chairman,new,male,South Asia,founder non-finance,New Sectors,Technology-Computer,not inherited
Seo Jung-Jin,2002,founder,new,male,East Asia,founder non-finance,New Sectors,Technology-Medical,not inherited
Serge Dassault,1914,relation,new,male,Europe,inherited,0,Other,father
Sergei Galitsky,1994,founder,new,male,Europe,founder non-finance,Non-Traded Sectors,"Retail, Restaurant",not inherited
Sergei Katsiev,1998,founder,new,male,Europe,founder non-finance,Non-Traded Sectors,"Retail, Restaurant",not inherited
Sergei Kislov,1992,founder,new,male,Europe,founder non-finance,Traded Sectors,Consumer,not inherited
Sergei Petrov,1990,founder,new,male,Europe,founder non-finance,Non-Traded Sectors,"Retail, Restaurant",not inherited
Sergei Popov,1996,founder/vice chairman,new,male,Europe,self-made finance,Financial,Money Management,not inherited
Sergei Sarkisov,1991,owner,new,male,Europe,self-made finance,Financial,Money Management,not inherited
Sergei Tsikalyuk,1992,founder,new,male,Europe,self-made finance,Financial,Money Management,not inherited
Sergey Brin,1998,founder,new,male,North America,founder non-finance,New Sectors,Technology-Computer,not inherited
Sergio Lins Andrade,1948,relation,new,male,Latin America,inherited,Non-Traded Sectors,Constrution,father
Sergio Mantegazza,1928,relation,new,male,Europe,inherited,0,Other,father
Serhiy Tihipko,1992,founder,new,male,Europe,self-made finance,Financial,Money Management,not inherited
Seth Klarman,1982,founder,new,male,North America,self-made finance,Financial,Diversified financial,not inherited
Seydoux/Schlumberger families,1926,,new,,Europe,inherited,New Sectors,Technology-Medical,not inherited
Shahid Khan,1956,owner,aquired,male,North America,executive,Traded Sectors,Consumer,not inherited
Shao Genhuo,1994,founder,new,male,East Asia,founder non-finance,Traded Sectors,Consumer,not inherited
Shari Arison,1972,relation,new,female,Middle East/North Africa,inherited,Non-Traded Sectors,"Retail, Restaurant",father
Shashi and Ravi Ruia,1969,founder,new,male,South Asia,self-made finance,Financial,Diversified financial,not inherited
Shaul Shani,1961,owner,aquired,male,Middle East/North Africa,founder non-finance,New Sectors,Technology-Computer,not inherited
Sheikh Saleh Bin Abdul Aziz Al-rajhi,1957,founder,new,male,Middle East/North Africa,self-made finance,Financial,Money Management,not inherited
Sheldon Adelson,1952,founder, acquired,male,North America,self-made finance,Financial,Real Estate,not inherited
Sheldon Solow,1974,founder,aquired,male,North America,self-made finance,Financial,Real Estate,not inherited
Shen Guojun,1988,chairman,new,male,East Asia,executive,Non-Traded Sectors,"Retail, Restaurant",not inherited
Shen Wenrong,1975,chairman,new,male,East Asia,privatized and resources,Resource Related,Non-consumer industrial,not inherited
Sheryl Sandberg,2004,COO,new,female,North America,executive,New Sectors,Technology-Computer,not inherited
Shi Wen-long,1960,founder,new,male,East Asia,founder non-finance,Traded Sectors,Non-consumer industrial,not inherited
Shi Yuzhu,2005,founder,new,male,East Asia,founder non-finance,New Sectors,Technology-Computer,not inherited
Shigenobu Nagamori,1973,founder,new,male,East Asia,founder non-finance,Traded Sectors,Consumer,not inherited
Shin Chang-Jae,1958,relation,new,male,East Asia,inherited,Financial,Hedge funds,father
Shin Dong-Bin,1948,relation,new,male,East Asia,inherited,Non-Traded Sectors,"Retail, Restaurant",father
Shin Dong-Joo,1948,relation,new,male,East Asia,inherited,Non-Traded Sectors,"Retail, Restaurant",father
Shin Kyuk-Ho,0,,,,East Asia,,Traded Sectors,Consumer,not inherited
Shiv Nadar,1976,founder,new,male,South Asia,founder non-finance,New Sectors,Technology-Computer,not inherited
Shlomo Eliahu,1955,founder,new,male,Middle East/North Africa,self-made finance,Financial,Money Management,not inherited
Shoichiro Toyoda,1937,relation,new,male,East Asia,inherited,Traded Sectors,Consumer,3rd generation
Shoji Uehara,1912,relation,new,male,East Asia,inherited,New Sectors,Technology-Medical,father
Shoul Eisenberg,1968,founder,state owned enterprise,male,Middle East/North Africa,privatized and resources,Financial,Diversified financial,not inherited
Sid Bass,1919,relation,new,male,North America,inherited,Resource Related,Energy,father
Sidney Kimmel,1970,founder,new,male,North America,founder non-finance,Non-Traded Sectors,"Retail, Restaurant",not inherited
Siegfried Meister,1973,founder,new,male,Europe,founder non-finance,Traded Sectors,Consumer,not inherited
Silas Chou,1981,chairman,new,male,East Asia,executive,Traded Sectors,Consumer,not inherited
Silvio Berlusconi,1978,founder,new,male,Europe,privatized and resources,Non-Traded Sectors,Media,not inherited
Silvio Scaglia,1999,founder,new,male,Europe,founder non-finance,Non-Traded Sectors,Media,not inherited
Simon family,0,,,,Europe,,Traded Sectors,Consumer,not inherited
Simonpietro Salini,1936,relation,new,male,Europe,inherited,Non-Traded Sectors,Constrution,father
Sit Kwong Lam,1994,founder,new,male,East Asia,privatized and resources,Resource Related,Energy,not inherited
Sjamsul Nursalim,1951,owner,new,male,East Asia,,Traded Sectors,Consumer,not inherited
Socrates Kokkalis,1977,CEO,neew,male,Europe,privatized and resources,New Sectors,Technology-Computer,not inherited
Soichiro Fukutake,1955,relation,new,male,East Asia,inherited,0,Other,father
Solomon Lew,0,chairman,new,male,North America,executive,Non-Traded Sectors,"Retail, Restaurant",not inherited
Song Zuowen,1978,founder,new,male,East Asia,privatized and resources,Financial,Diversified financial,not inherited
Spiro Latsis,1938,relation,new,male,Europe,inherited,Financial,Money Management,father
Sri Prakash Lohia,1973,founder,new,male,East Asia,founder non-finance,Traded Sectors,Non-consumer industrial,not inherited
Stanley Druckenmiller,1981,founder,new,male,North America,self-made finance,Financial,Hedge funds,not inherited
Stanley Ho,1962,founder,new,male,East Asia,self-made finance,Financial,Real Estate,not inherited
Stanley Hubbard,1925,owner,new,male,North America,executive,Non-Traded Sectors,Media,not inherited
Stanley Kroenke,1991,founder,new,male,North America,founder non-finance,0,Other,not inherited
Stanley Perron,1959,investor,new,male,North America,self-made finance,Financial,Real Estate,not inherited
Stef Wertheimer,1952,founder,new,male,Middle East/North Africa,founder non-finance,Traded Sectors,Consumer,not inherited
Stefan Olsson,1939,relation,new,male,Europe,inherited,Financial,Diversified financial,father
Stefan Persson,1947,relation,new,male,Europe,inherited,Traded Sectors,Consumer,father
Stefan Quandt,1916,relation,new,male,Europe,inherited,Traded Sectors,Consumer,father
Stefan Reimann-Andersen,1923,relation,aquired,male,Europe,inherited,Traded Sectors,Consumer,father
Stefan Schoerghuber,1954,relation,new,male,Europe,inherited,Financial,Real Estate,father
Stefan von Holtzbrinck,1948,relation,new,male,Europe,inherited,Non-Traded Sectors,Media,father
Stefano Gabbana,1987,founder,new,male,Europe,founder non-finance,Traded Sectors,Consumer,not inherited
Stefano Pessina,1849,relation,aquired,male,Europe,executive,Non-Traded Sectors,"Retail, Restaurant",not inherited
Stein Erik Hagen,1977,founder,new,male,Europe,founder non-finance,Non-Traded Sectors,"Retail, Restaurant",not inherited
Stelios Haji-Ioannou,1995,founder,new,male,Europe,founder non-finance,Non-Traded Sectors,"Retail, Restaurant",not inherited
Stephan Schmidheiny,1912,relation,new,male,Europe,inherited,Financial,Diversified financial,4th generation
Stephen Bechtel,1898,relation,new,male,North America,inherited,Non-Traded Sectors,Constrution,4th generation
"Stephen Bechtel, Jr.",1898,relation,new,male,North America,inherited,Non-Traded Sectors,Constrution,4th generation
Stephen Bisciotti,1983,founder,new,male,North America,founder non-finance,0,Other,not inherited
Stephen Case,1985,Chairman and Chief Executive Officer,new,male,North America,executive,New Sectors,Technology-Computer,not inherited
Stephen Jarislowsky,1955,founder,new,male,North America,self-made finance,Financial,Money Management,not inherited
Stephen Lansdown,1981,founder,new,male,Europe,self-made finance,Financial,Money Management,not inherited
"Stephen Mandel, Jr.",1997,founder,new,male,North America,self-made finance,Financial,Hedge funds,not inherited
Stephen Ross,1972,founder,new,male,North America,self-made finance,Financial,Real Estate,not inherited
Stephen Saad,1997,founder,new,male,Sub-Saharan Africa,founder non-finance,New Sectors,Technology-Medical,not inherited
Stephen Schwarzman,1985,founder,new,male,North America,self-made finance,Financial,Private equity/leveraged buyout,not inherited
Steve Ballmer,1975,CEO,new,male,North America,executive,New Sectors,Technology-Computer,not inherited
Steve Case,1985,Chairman and Chief Executive Officer,new,male,North America,executive,New Sectors,Technology-Computer,not inherited
Steve Cohen,1992,founder,new,male,North America,self-made finance,Financial,Hedge funds,not inherited
Steve Wynn,1973,founder,new,male,North America,self-made finance,Financial,Real Estate,not inherited
Steven Ballmer,1975,CEO,new,male,North America,executive,New Sectors,Technology-Computer,not inherited
Steven Jobs,1976,founder,new,male,North America,founder non-finance,New Sectors,Technology-Computer,not inherited
Steven Rales,1979,founder,new,male,North America,founder non-finance,Traded Sectors,Non-consumer industrial,not inherited
Steven Spielberg,1994,founder,new,male,North America,founder non-finance,Non-Traded Sectors,Media,not inherited
Steven Udvar-Hazy,1973,founder,new,male,North America,founder non-finance,0,Other,not inherited
Stewart Horejsi,1962,investor,new,male,North America,executive,Traded Sectors,Consumer,not inherited
Stewart Rahr,1944,relation,new,male,North America,executive,New Sectors,Technology-Medical,not inherited
Stewart Resnick,1934,owner,aquired,male,North America,executive,Traded Sectors,Consumer,not inherited
Strwher family,0,,,,Europe,,Traded Sectors,Consumer,not inherited
Suat Gunsel,1988,founder,new,male,Europe,self-made finance,Financial,Real Estate,not inherited
Subhash Chandra,1976,founder,new,male,South Asia,founder non-finance,Non-Traded Sectors,Media,not inherited
Sudhir Ruparelia,1985,founder,new,male,Sub-Saharan Africa,self-made finance,Financial,Real Estate,not inherited
Suh Kyung-Bae,1945,relation,new,male,East Asia,inherited,Traded Sectors,Consumer,father
Suhon Lin,1949,founder,new,male,East Asia,founder non-finance,Traded Sectors,Non-consumer industrial,not inherited
Sukanto Tanoto,1973,founder,new,male,East Asia,self-made finance,Financial,Diversified financial,not inherited
Sulaiman Al Rajhi,1957,founder,new,male,Middle East/North Africa,self-made finance,Financial,Money Management,not inherited
Suleiman Kerimov,1989,investor,state owned enterprise,male,Europe,privatized and resources,Financial,Diversified financial,not inherited
Suliman Olayan,1947,founder,new,male,Middle East/North Africa,self-made finance,Financial,Diversified financial,not inherited
Sumner Redstone,1936,relation,new,male,North America,inherited,Non-Traded Sectors,Media,father
Sun Guangxin,1989,founder,new,male,East Asia,self-made finance,Financial,Diversified financial,not inherited
Sun Hongbin,1994,founder,new,male,North America,self-made finance,Financial,Real Estate,not inherited
Sun Piaoyang,1970,chairman,new,male,East Asia,executive,New Sectors,Technology-Medical,not inherited
Sun Pingfan,2003,chairman,new,male,East Asia,executive,Traded Sectors,Consumer,not inherited
Sun Weijie,1997,founder and chairman,new,male,East Asia,founder non-finance,Traded Sectors,Non-consumer industrial,not inherited
Suna Kirac,1926,relation,new,female,Middle East/North Africa,inherited,Financial,Diversified financial,3rd generation
Sunil Mittal,1980,founder,new,male,South Asia,founder non-finance,Non-Traded Sectors,Media,not inherited
Sunny Varkey,1959,chairman,new,male,South Asia,executive,0,Other,not inherited
Surin Upatkoon,1983,owner,new,male,East Asia,executive,Non-Traded Sectors,Media,not inherited
Susan Hirt Hagen,1925,relation,new,female,North America,inherited,Financial,Money Management,father
Susan Thompson Buffett,1962,relation,new,female,North America,inherited,Traded Sectors,Consumer,spouse/widow
Susanne Klatten,1916,relation,new,female,Europe,inherited,Traded Sectors,Consumer,father
Sydell Miller,1980,founder,new,female,North America,founder non-finance,Traded Sectors,Consumer,not inherited
Syed Mokhtar AlBukhary,1911,owner,privatization,male,East Asia,privatized and resources,Financial,Diversified financial,not inherited
Sylvia Stroher,1927,relation,new,female,Europe,inherited,Traded Sectors,Consumer,3rd generation
Sze Man Bok,1985,founder,new,male,East Asia,founder non-finance,Traded Sectors,Consumer,not inherited
T.S. Kalyanaraman,1993,founder,new,male,South Asia,founder non-finance,Traded Sectors,Consumer,not inherited
T.Y. Tsai,1954,relation,new,male,East Asia,inherited,Financial,Money Management,not inherited
Tadahiro Yoshida,1934,relation,new,male,East Asia,inherited,Traded Sectors,Consumer,father
Tadashi Yanai,1963,founder,new,male,East Asia,founder non-finance,Non-Traded Sectors,"Retail, Restaurant",not inherited
Taha Mikati,1982,founder,new,male,Middle East/North Africa,privatized and resources,Non-Traded Sectors,Media,not inherited
Tahir family,1986,founder,new,male,East Asia,self-made finance,Financial,Diversified financial,not inherited
Taizo Son,2002,founder,new,male,East Asia,founder non-finance,Non-Traded Sectors,"Retail, Restaurant",not inherited
Tajudin Ramli,1937,Chairman and Chief Executive Officer,state owned enterprise,male,East Asia,privatized and resources,Non-Traded Sectors,Media,not inherited
Takao Yasuda,1980,Chairman and Chief Executive Officer,new,male,East Asia,executive,Non-Traded Sectors,"Retail, Restaurant",not inherited
Takemitsu Takizaki,1974,founder,new,male,East Asia,founder non-finance,New Sectors,Technology-Computer,not inherited
Tamara Gustavson,1972,relation,new,female,North America,inherited,Non-Traded Sectors,"Retail, Restaurant",father
Tan Yu,1972,founder,new,male,East Asia,self-made finance,Financial,Real Estate,not inherited
Tang Yiu,1981,founder,new,male,East Asia,founder non-finance,Non-Traded Sectors,"Retail, Restaurant",not inherited
Ted Lerner,1952,founder,new,male,North America,self-made finance,Financial,Real Estate,not inherited
Ted Schwartz,1973,founder,new,male,North America,founder non-finance,Non-Traded Sectors,Media,not inherited
Ted Turner,1970,founder,aquired,male,North America,founder non-finance,Non-Traded Sectors,Media,not inherited
